entity_id,state,last_changed
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.9,2026-05-13T06:20:28.471Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:20:33.612Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:20:38.753Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.5,2026-05-13T06:20:43.893Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.2,2026-05-13T06:20:49.034Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:20:54.174Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:20:59.322Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.7,2026-05-13T06:21:00.032Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.8,2026-05-13T06:21:04.457Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:21:09.596Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:21:14.738Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.9,2026-05-13T06:21:19.878Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.8,2026-05-13T06:21:25.019Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:21:30.159Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.7,2026-05-13T06:21:36.328Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:21:41.469Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.1,2026-05-13T06:21:47.637Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.2,2026-05-13T06:21:52.777Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.0,2026-05-13T06:21:58.944Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.5,2026-05-13T06:22:00.030Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.2,2026-05-13T06:22:53.527Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.0,2026-05-13T06:22:58.570Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.1,2026-05-13T06:23:00.028Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.5,2026-05-13T06:23:04.739Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.1,2026-05-13T06:23:09.879Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:23:16.047Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:23:27.358Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.8,2026-05-13T06:23:32.499Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:23:37.640Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.4,2026-05-13T06:23:43.808Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:23:48.949Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:23:54.089Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.4,2026-05-13T06:23:59.231Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:24:00.027Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.1,2026-05-13T06:24:04.372Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.5,2026-05-13T06:24:09.513Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.6,2026-05-13T06:24:14.654Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.3,2026-05-13T06:24:19.794Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.6,2026-05-13T06:24:24.933Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.1,2026-05-13T06:24:32.127Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.8,2026-05-13T06:24:37.270Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,9.9,2026-05-13T06:25:00.025Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.9,2026-05-13T06:25:37.008Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.1,2026-05-13T06:25:42.051Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.8,2026-05-13T06:25:48.220Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:25:54.387Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.9,2026-05-13T06:26:00.022Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:26:04.669Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:26:09.809Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:26:14.950Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.3,2026-05-13T06:26:23.172Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.8,2026-05-13T06:26:28.313Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:26:33.455Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.5,2026-05-13T06:26:38.595Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:26:44.764Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.3,2026-05-13T06:26:49.904Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.5,2026-05-13T06:26:55.046Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.3,2026-05-13T06:27:00.020Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.9,2026-05-13T06:27:05.328Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.6,2026-05-13T06:27:10.469Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.7,2026-05-13T06:27:15.608Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.5,2026-05-13T06:27:20.749Z
