class_id,class_name,mAP50,mAP50-95
0,sheep,0.9483102443214216,0.5675015059495291
1,cattle,0.9631110265841027,0.6499142562760032
2,seal,0.9817894967751347,0.6849916846213729
3,camelus,0.7460481673606916,0.3768301058231709
4,kiang,0.7500555318770799,0.3754038754948888
5,zebra,0.8445335886862785,0.47250240932298454
6,crocodile,0.1744109781241337,0.08445839327258463
7,elephant,0.2710689671047884,0.08788889688538862
8,deer,0.0027331442763273575,0.0011949694415255927
9,horse,0.2969613047910634,0.14398094133186523

GLOBAL,all,0.5979022449901021,0.34446670384193134
