class_id,class_name,mAP50,mAP50-95
0,sheep,0.9448573741157861,0.5480374480809102
1,cattle,0.9416586685559009,0.5917789367819856
2,seal,0.9661080435805027,0.6419205849136642
3,camelus,0.793933450994123,0.38575075672223613
4,kiang,0.8311484751011675,0.3787464046582213
5,zebra,0.8007271444531414,0.41936760270238976
6,crocodile,0.23502715583913295,0.12401610892299322
7,elephant,0.4974028885878489,0.1385990317473684
8,deer,0.43462656648425974,0.18826732485257444
9,horse,0.8803228843867476,0.44176516450595293

GLOBAL,all,0.7325812652098611,0.38582493638882964
