class_id,class_name,mAP50,mAP50-95
0,sheep,0.9123127699549205,0.5030438954236287
1,cattle,0.8675582201084274,0.5122040638856407
2,seal,0.9269345274935222,0.5913445966838307
3,camelus,0.6817335572215445,0.3123542862887645
4,kiang,0.7500964484058443,0.3299832857501351
5,zebra,0.6288202848784834,0.29308213864884236
6,crocodile,0.19178124275446323,0.08927328319685035
7,elephant,0.4667295309310766,0.12928628820464383
8,deer,0.2565477467058384,0.12750587175529374
9,horse,0.9553606557377049,0.5482140303089625

GLOBAL,all,0.6637874984191826,0.3436291740146593
