class_id,class_name,mAP50,mAP50-95
0,sheep,0.9445221891412724,0.5435629276903897
1,cattle,0.9307457207927186,0.5910975812218153
2,seal,0.9623785819060454,0.6369041785775877
3,camelus,0.797754194907836,0.3791985146939644
4,kiang,0.8475023606963565,0.38016735663447593
5,zebra,0.8425501454698847,0.4465850352943483
6,crocodile,0.32630771624889265,0.13156078124775875
7,elephant,0.49391955530982556,0.13448637226600466
8,deer,0.37961564491499544,0.17646297482584608
9,horse,0.9145240322580646,0.5216430643156127

GLOBAL,all,0.7439820141645892,0.3941668786767804
