class_id,class_name,mAP50,mAP50-95
0,sheep,0.9276892217416506,0.5121922843887854
1,cattle,0.8946790822770927,0.5712161357775425
2,seal,0.930779897190729,0.590042704255671
3,camelus,0.7233995239052229,0.3560474369686221
4,kiang,0.7498947191484373,0.3444988167213567
5,zebra,0.8060874936839951,0.43276584809227553
6,crocodile,0.8735714285714284,0.4078470938375349
7,elephant,0.5646914681810441,0.15480776140430913
8,deer,0.7998882783882784,0.3467303252274608
9,horse,0.9482080699536451,0.6333057520943839

GLOBAL,all,0.8218889183041524,0.43494541587679414
