class_id,class_name,mAP50,mAP50-95
0,sheep,0.939473806102181,0.534932131566556
1,cattle,0.9382428701916823,0.608471179400648
2,seal,0.9564629533825327,0.6315774857223475
3,camelus,0.7847723060146026,0.38079177583472673
4,kiang,0.8497821829200489,0.39016346695169846
5,zebra,0.8467549973002237,0.46061526398832464
6,crocodile,0.6659320091673033,0.34285339883915944
7,elephant,0.49465183315579025,0.13372141681746783
8,deer,0.3546381373027231,0.20824643934921322
9,horse,0.8843754476474136,0.5251501973984101

GLOBAL,all,0.7715086543184502,0.42165227558685525
