class_id,class_name,mAP50,mAP50-95
0,sheep,0.9293122478933238,0.5191092348062931
1,cattle,0.8919889063144606,0.5483614993342323
2,seal,0.9367184652018757,0.5984356222584591
3,camelus,0.6879993225441072,0.3166039172620544
4,kiang,0.7729677602432168,0.36479803260164323
5,zebra,0.8017967321982754,0.4259722359606239
6,crocodile,0.6656593757120073,0.27699894085292975
7,elephant,0.4889485300442833,0.138307145484745
8,deer,0.3242120584994595,0.16732457826493324
9,horse,0.9230152691511386,0.561568870969536

GLOBAL,all,0.742261866780215,0.391748007779545
