class_id,class_name,mAP50,mAP50-95
0,sheep,0.9435394481213698,0.5299232259562123
1,cattle,0.9264145485850959,0.6102627584054815
2,seal,0.9642737465295481,0.6224647738955452
3,camelus,0.7799639045767376,0.39399208145133013
4,kiang,0.8117921795286005,0.3623666929989402
5,zebra,0.8583993442469059,0.4718084429821984
6,crocodile,0.9816666666666668,0.43487332014808056
7,elephant,0.5119640457562707,0.1475622554233295
8,deer,0.2645647714939998,0.14910906518085407
9,horse,0.9434529526281636,0.6026425609727653

GLOBAL,all,0.7986031608133359,0.43250051774147374
