class_id,class_name,mAP50,mAP50-95
0,sheep,0.9493025223578643,0.5458393498989266
1,cattle,0.9349447220096978,0.5929915004642176
2,seal,0.956429812055263,0.6419214658386699
3,camelus,0.8044663463760895,0.3796736451203681
4,kiang,0.8183295213510345,0.35841020507152505
5,zebra,0.861123985098871,0.45125991915512864
6,crocodile,0.3438382969942912,0.12947361906727065
7,elephant,0.5023965363688452,0.13725377015247806
8,deer,0.4343332549409009,0.22345400953052894
9,horse,0.8911089772957344,0.49964879781284016

GLOBAL,all,0.7496273974848592,0.3959926282111954
