class_id,class_name,mAP50,mAP50-95
0,sheep,0.9500461168875911,0.5728986726006442
1,cattle,0.9665967262970765,0.6495505764763597
2,seal,0.9856015876622005,0.6843509141494053
3,camelus,0.7181718897945566,0.3618523426723711
4,kiang,0.8147365009226583,0.3971213982742396
5,zebra,0.8421630033870328,0.47038421233816585
6,crocodile,0.2106825528236754,0.09786141969805004
7,elephant,0.23174423098740426,0.07384111083432357
8,deer,0.00042450079563829295,0.00014916361232245875
9,horse,0.07871000231677752,0.03255949141222553

GLOBAL,all,0.5798877111874613,0.3340569302068107
