class_id,class_name,mAP50,mAP50-95
0,sheep,0.9465436201575812,0.5528012671494619
1,cattle,0.9416335395831604,0.5925994954486791
2,seal,0.9553056311417518,0.6433846054378488
3,camelus,0.7882969698448253,0.3677726952569754
4,kiang,0.7936901909307177,0.34969050033286697
5,zebra,0.778074912194205,0.3884343280874319
6,crocodile,0.20246745005526837,0.07004342358035669
7,elephant,0.5090202447728951,0.13671180247714004
8,deer,0.32829854884660464,0.13064365930420507
9,horse,0.900450945244602,0.39048805346921955

GLOBAL,all,0.7143782052771612,0.3622569830544186
