class_id,class_name,mAP50,mAP50-95
0,sheep,0.9474314901235213,0.5422958865998811
1,cattle,0.9357627287766452,0.5933589077393125
2,seal,0.9633401299600493,0.6431316029766506
3,camelus,0.7899662444919715,0.3658505178819856
4,kiang,0.8186450121571899,0.37153773850378136
5,zebra,0.8399531851643699,0.4678865078372853
6,crocodile,0.3504399869408362,0.16492506632687598
7,elephant,0.5069326849745581,0.13458695964681863
8,deer,0.4742039886401792,0.19650991359452713
9,horse,0.9188995250274022,0.5337494177875197

GLOBAL,all,0.7545574976256724,0.40138325188946383
