class_id,class_name,mAP50,mAP50-95
0,sheep,0.9521330727504256,0.5707237754191989
1,cattle,0.933906051951079,0.60277508941003
2,seal,0.7488198627420944,0.48707114675194185
3,camelus,0.7559831111031071,0.3699666986866911
4,kiang,0.6046929295796328,0.27054915700394816
5,zebra,0.5888839237158785,0.3331362916914232
6,crocodile,0.000598894108203129,0.00018573424886651402
7,elephant,0.001415777713209298,0.00043077681512298496
8,deer,0.0,0.0
9,horse,0.0002755382124167799,0.0001081237542132996

GLOBAL,all,0.4586709161876047,0.2634946793781436
