class_id,class_name,mAP50,mAP50-95
0,sheep,0.9382571074185333,0.5269727530752515
1,cattle,0.9359726240546129,0.6141845060166278
2,seal,0.9533088479044745,0.6184321176134447
3,camelus,0.7949839621682087,0.39000205857349124
4,kiang,0.7964282921776745,0.3687664822864783
5,zebra,0.8729303980660337,0.47539024094520954
6,crocodile,0.564986546900005,0.2717933333333333
7,elephant,0.5659954857674655,0.16077735698585324
8,deer,0.5666981946624805,0.30127665256296365
9,horse,0.9434760571681153,0.549917658717035

GLOBAL,all,0.7933037516287604,0.4277513160109689
