class_id,class_name,mAP50,mAP50-95
0,sheep,0.9365781400679727,0.5263682682781001
1,cattle,0.9346871975385329,0.6076489774093655
2,seal,0.9544253835066048,0.6065350426119207
3,camelus,0.7859832044792583,0.38877756787100626
4,kiang,0.7970567707089532,0.35740528716003567
5,zebra,0.8760179284958673,0.4842821983015556
6,crocodile,0.7883333333333336,0.3932435482295483
7,elephant,0.5418755088875681,0.16100616518819263
8,deer,0.5624575951752734,0.278355068790049
9,horse,0.9246031027795734,0.5768246403176656

GLOBAL,all,0.8102018164972937,0.43804467641574396
