class_id,class_name,mAP50,mAP50-95
0,sheep,0.9488540392247272,0.5530545153337891
1,cattle,0.9480878008385539,0.5910261572097995
2,seal,0.9556122765328093,0.6401920414551496
3,camelus,0.7786414497904357,0.36292335416820853
4,kiang,0.7728840892302826,0.3493578891341811
5,zebra,0.6854164490477098,0.33991943825308524
6,crocodile,0.2938333809759894,0.11023412038850397
7,elephant,0.40155172262397854,0.10385353587918285
8,deer,0.147007519316172,0.08101088193983437
9,horse,0.8752959101597071,0.38249384342334924

GLOBAL,all,0.6807184637740364,0.35140657771850825
