class_id,class_name,mAP50,mAP50-95
0,sheep,0.9463122320633779,0.5573365886071455
1,cattle,0.9368495372410387,0.5966832428181164
2,seal,0.793768221908752,0.5088177370502404
3,camelus,0.7483798330205436,0.35946025119807373
4,kiang,0.6549775774228236,0.29422207093589653
5,zebra,0.7022068574538698,0.37995289168227553
6,crocodile,0.0027581246013320244,0.0006560056495189968
7,elephant,0.017159417222342602,0.004515015357145415
8,deer,0.0,0.0
9,horse,0.0006986861811102542,0.00018186921137158547

GLOBAL,all,0.48031104871151903,0.2701825672509784
