class_id,class_name,mAP50,mAP50-95
0,sheep,0.9424587921244411,0.5299279581645064
1,cattle,0.9305562156624959,0.6064518322356387
2,seal,0.9528316668880682,0.6115222519267911
3,camelus,0.7777956021798946,0.3870074717827331
4,kiang,0.8111435227685515,0.36109083447413337
5,zebra,0.877258198787851,0.4781117733377872
6,crocodile,0.7928571428571429,0.3920492592592593
7,elephant,0.5642801105209172,0.16745480266970952
8,deer,0.565016206482593,0.2707512084147945
9,horse,0.9343888041488712,0.6001367984643116

GLOBAL,all,0.8148586262420826,0.44045041907296656
