class_id,class_name,mAP50,mAP50-95
0,sheep,0.9605412122463435,0.5943799039767617
1,cattle,0.9440117468346978,0.606714797136708
2,seal,0.6442345723941644,0.41843274604515407
3,camelus,0.759842773072579,0.3742397572983108
4,kiang,0.6050540300183629,0.2789727142995015
5,zebra,0.25854379839823427,0.15064392760803777
6,crocodile,0.0005348921507483623,0.00012091335204940972
7,elephant,0.0005870501857042033,0.0002441700696983294
8,deer,0.0,0.0
9,horse,9.62328367291343e-05,9.62328367291343e-06

GLOBAL,all,0.4173446308137564,0.24237585530698944
