class_id,class_name,mAP50,mAP50-95
0,sheep,0.9500307663029817,0.5589491514019463
1,cattle,0.9576914945694707,0.6472190713485193
2,seal,0.9314389168577247,0.5978064821641382
3,camelus,0.789512547017464,0.4026014589120125
4,kiang,0.7491677301481154,0.36185610300629045
5,zebra,0.74597724718358,0.4130520906411679
6,crocodile,0.02261951084317521,0.010214483790845727
7,elephant,0.016528239833822927,0.0044841325807428055
8,deer,0.0,0.0
9,horse,0.002634949081242033,0.001381261642715626

GLOBAL,all,0.5165601401837576,0.29975642354883786
