class_id,class_name,mAP50,mAP50-95
0,sheep,0.9380445209871511,0.5322375433917506
1,cattle,0.9048913787332511,0.5609443835450731
2,seal,0.9538950626356174,0.6227814008757655
3,camelus,0.7311644219690444,0.3350081819721118
4,kiang,0.8199250073146994,0.3604238956780411
5,zebra,0.7763225008938621,0.40095693319450343
6,crocodile,0.3349140964030872,0.1425947595165283
7,elephant,0.5280544283550382,0.13723022714264396
8,deer,0.3584292625535731,0.21378637903193307
9,horse,0.9080196784564976,0.4215214761611322

GLOBAL,all,0.7253660358301821,0.37274851805094833
