class_id,class_name,mAP50,mAP50-95
0,sheep,0.9114705429859438,0.49232643868237363
1,cattle,0.8760961547464647,0.546143492576844
2,seal,0.9025611781980404,0.5701411466369738
3,camelus,0.6594153374148226,0.32544924904990563
4,kiang,0.6902597400867512,0.31049189269393
5,zebra,0.7460789241396282,0.37807775276381966
6,crocodile,0.6315012894906511,0.25643543023643023
7,elephant,0.45263532340865487,0.12107672320904314
8,deer,0.3763078705149204,0.19747132034265996
9,horse,0.9539922705314009,0.50624185719998

GLOBAL,all,0.7200318631517278,0.37038553033919597
