class_id,class_name,mAP50,mAP50-95
0,sheep,0.9115276729438564,0.48075630032231187
1,cattle,0.848147241493467,0.52725444550983
2,seal,0.9080933407156593,0.566801795802583
3,camelus,0.6692416231290691,0.3245186139577133
4,kiang,0.6947972094344205,0.3245123200657058
5,zebra,0.7863359128580423,0.41841899013248013
6,crocodile,0.8779119999999998,0.5134082107936506
7,elephant,0.5483814941726237,0.1478764791738813
8,deer,0.32935174633322795,0.18755199993873115
9,horse,0.9932608695652173,0.5567461882403585

GLOBAL,all,0.7567049110645583,0.4047845343937246
