class_id,class_name,mAP50,mAP50-95
0,sheep,0.9395387003714106,0.5451230394805713
1,cattle,0.943591639471847,0.5991099577638462
2,seal,0.9601820014592505,0.6547440195722081
3,camelus,0.8002022621518174,0.39791436065793
4,kiang,0.8167340864625253,0.38056356450522805
5,zebra,0.7226219982393641,0.37072463657463733
6,crocodile,0.10447803370589952,0.025675245723158425
7,elephant,0.32473089470402644,0.08914248844672704
8,deer,0.00032973807473043754,0.00011139159085269352
9,horse,0.41662279639523647,0.14102712504777254

GLOBAL,all,0.6029032151036107,0.3204135829362931
