class_id,class_name,mAP50,mAP50-95
0,sheep,0.9448290408203099,0.5402288256731621
1,cattle,0.9045771876478277,0.5443430504772129
2,seal,0.9505893581381792,0.6113630947033676
3,camelus,0.7189496143534293,0.33917103061073595
4,kiang,0.8061401629080779,0.355317624525776
5,zebra,0.7720863065659658,0.36670025990034416
6,crocodile,0.6034934517766497,0.19094225964559972
7,elephant,0.5329442423388858,0.14576410261097048
8,deer,0.3469061730466444,0.16794981843739737
9,horse,0.9435516705516706,0.4847248361899486

GLOBAL,all,0.752406720814764,0.37465049027745145
