class_id,class_name,mAP50,mAP50-95
0,sheep,0.9500877917194639,0.579785215076645
1,cattle,0.9656328635839747,0.6429281776551833
2,seal,0.982706531828071,0.7001929185563753
3,camelus,0.7720203663661651,0.39222070193851266
4,kiang,0.6994337733689528,0.34782653174560596
5,zebra,0.8546490983461571,0.47725055421136753
6,crocodile,0.30012718673828165,0.17352000018354335
7,elephant,0.29627335731782145,0.09074736449182749
8,deer,0.004330167664414304,0.001720408567229686
9,horse,0.4755605922783306,0.24222471617784666

GLOBAL,all,0.6300821729211632,0.3648416588604137
