class_id,class_name,mAP50,mAP50-95
0,sheep,0.9361835027562486,0.5222799214262229
1,cattle,0.9367559979294338,0.6059950095925235
2,seal,0.9546781336814311,0.6237727428499819
3,camelus,0.7983088278862557,0.38865349999882104
4,kiang,0.78712020217774,0.3698569140994932
5,zebra,0.8592743852416467,0.47329298721244023
6,crocodile,0.7514619047619049,0.308203972057959
7,elephant,0.5672182599268282,0.16010119543959292
8,deer,0.5053098080939432,0.24458054700040335
9,horse,0.9268161657426319,0.593254670701014

GLOBAL,all,0.8023127188198064,0.42899914603784517
