class_id,class_name,mAP50,mAP50-95
0,sheep,0.9482969284412469,0.5775669061893577
1,cattle,0.9589602805214711,0.6271607068043237
2,seal,0.9820266007074747,0.6959583589084144
3,camelus,0.8271646192409258,0.43151887330287797
4,kiang,0.8165714087905609,0.42054675324093005
5,zebra,0.8431831229799396,0.4797179744687646
6,crocodile,0.3573184592386234,0.22338014969342726
7,elephant,0.3372547379374373,0.11025947658343956
8,deer,0.07008287137109984,0.017389201030370286
9,horse,0.771458453626527,0.35280681223429955

GLOBAL,all,0.6912317482855308,0.39363052124562053
