class_id,class_name,mAP50,mAP50-95
0,sheep,0.8932208256288147,0.46848473702784943
1,cattle,0.8492411573969121,0.5292540279997454
2,seal,0.8994834803296673,0.5422684789797975
3,camelus,0.6864059134465759,0.3294231689560255
4,kiang,0.7187034769186125,0.33032427817795046
5,zebra,0.7756991090140459,0.39906365839970614
6,crocodile,0.8747499999999999,0.5095193265993265
7,elephant,0.5626574912051915,0.16025265250767914
8,deer,0.42818780623771385,0.246549946429794
9,horse,0.9654347826086954,0.5764353592352874

GLOBAL,all,0.7653784042786229,0.4091575634313162
