class_id,class_name,mAP50,mAP50-95
0,sheep,0.9462993269531176,0.5736740240668599
1,cattle,0.9608249474292152,0.6359915847494215
2,seal,0.9842410469490263,0.7013559682809566
3,camelus,0.8161354782957795,0.4269895570950544
4,kiang,0.8360318701419888,0.4235221151339239
5,zebra,0.8535221754684403,0.48546446522467557
6,crocodile,0.5752834975293231,0.27472578962070715
7,elephant,0.32550945044540835,0.1036589521369166
8,deer,0.01854947905627894,0.005746280306172804
9,horse,0.7247129613060558,0.34690692541267837

GLOBAL,all,0.7041110233574633,0.3978035662027367
