class_id,class_name,mAP50,mAP50-95
0,sheep,0.9387787002450365,0.52537129244873
1,cattle,0.874508189804215,0.5386191092893151
2,seal,0.9396342370663194,0.6042458631736005
3,camelus,0.6801603823689298,0.30758446261910466
4,kiang,0.791924000290035,0.3386600127829017
5,zebra,0.7531828977935301,0.3905652955730103
6,crocodile,0.5684751773049643,0.26688263731243955
7,elephant,0.47307394968881755,0.12174477192712582
8,deer,0.36866782982443363,0.17075442453364414
9,horse,0.9531878908728361,0.546961790732697

GLOBAL,all,0.7341593255259117,0.3811389660392568
