class_id,class_name,mAP50,mAP50-95
0,sheep,0.9010266964123729,0.47420717912459026
1,cattle,0.885500834353998,0.5452650342476038
2,seal,0.8735168354899093,0.5297606644054966
3,camelus,0.6978888348642672,0.3357512780350434
4,kiang,0.6993417087511019,0.33743916251517775
5,zebra,0.7510004949670326,0.3922356806593918
6,crocodile,0.995,0.46859451289451287
7,elephant,0.5383388796470807,0.15441649590699835
8,deer,0.6818445661117791,0.29403871195585013
9,horse,0.9435552165954849,0.5342253894338912

GLOBAL,all,0.7967014067193027,0.40659341091785556
