class_id,class_name,mAP50,mAP50-95
0,sheep,0.9477708433994779,0.5625846378013314
1,cattle,0.9618772507551671,0.6465546733719446
2,seal,0.9856344332597199,0.6912410180803962
3,camelus,0.7268505572573727,0.37055563066491176
4,kiang,0.8034910445603162,0.38677556351825737
5,zebra,0.8372847926605541,0.4649834537278446
6,crocodile,0.24685519050738997,0.13000430562914328
7,elephant,0.20818187094446147,0.06190508474008587
8,deer,0.0005052926548360201,0.00018686578835906716
9,horse,0.05198540423030249,0.017785102879627968

GLOBAL,all,0.5770436680229598,0.3332576336201902
