class_id,class_name,mAP50,mAP50-95
0,sheep,0.9492704864049972,0.5740938106528366
1,cattle,0.9618589205476412,0.6287887052084307
2,seal,0.9816743101788046,0.6979269614027762
3,camelus,0.8075500395025069,0.4202222108457138
4,kiang,0.8107254894836985,0.41042363470595145
5,zebra,0.8454279735865562,0.48424343577385975
6,crocodile,0.47849132132031746,0.25501783427436997
7,elephant,0.3393017805095849,0.10494286843325391
8,deer,0.06683198880202665,0.019142700577260863
9,horse,0.7576547902822081,0.36074761296719027

GLOBAL,all,0.6998787100618341,0.3955549774841643
