class_id,class_name,mAP50,mAP50-95
0,sheep,0.9393096707496106,0.5531908004961298
1,cattle,0.9473213325560949,0.6067489997617054
2,seal,0.7828874638995428,0.5039932830745665
3,camelus,0.748595050389685,0.36362820538848817
4,kiang,0.6089749462080066,0.262541091653757
5,zebra,0.6098559299308957,0.35624108855707914
6,crocodile,0.007543365246619442,0.0017287014738010583
7,elephant,0.006573896710926351,0.001804612332092423
8,deer,0.0,0.0
9,horse,0.0006348205836890833,0.0002741112940973175

GLOBAL,all,0.465169647627507,0.26501508940317164
