class_id,class_name,mAP50,mAP50-95
0,sheep,0.9449222456276317,0.546721558555422
1,cattle,0.9323970009529732,0.6060871394586026
2,seal,0.9682943560704413,0.6368942468860644
3,camelus,0.7840282611521651,0.3630198246090362
4,kiang,0.8063656711387182,0.36616193770359157
5,zebra,0.8590987657285656,0.4693891229826651
6,crocodile,0.3929467007086935,0.18019679206274017
7,elephant,0.507599555194156,0.14277881139858148
8,deer,0.3351779228855722,0.1908152234896944
9,horse,0.8771185719352171,0.4991665593764473

GLOBAL,all,0.7407949051394134,0.4001231216522846
