class_id,class_name,mAP50,mAP50-95
0,sheep,0.9382154978081705,0.5354681846432927
1,cattle,0.9362745088128591,0.6104414416139996
2,seal,0.9708715520785692,0.6468814712047429
3,camelus,0.7996874912743376,0.3972991478886963
4,kiang,0.8299379759582757,0.3780240386261146
5,zebra,0.8643617503901486,0.4638876735646139
6,crocodile,0.54129887784441,0.1954386736931461
7,elephant,0.5326621639622541,0.14905920220982044
8,deer,0.5420700534040015,0.2591016835309367
9,horse,0.9244395739583668,0.5454628431812185

GLOBAL,all,0.7879819445491393,0.4181064360156582
