class_id,class_name,mAP50,mAP50-95
0,sheep,0.9239163823763193,0.5231073692329542
1,cattle,0.8887845525302225,0.567493311519177
2,seal,0.9274212594117318,0.5950987074842616
3,camelus,0.7131752115739153,0.35530434214800943
4,kiang,0.7667558462166301,0.3455293015624297
5,zebra,0.7937384651232484,0.4213438132517083
6,crocodile,0.684189861751152,0.3376149033724051
7,elephant,0.4567938271405886,0.12693174804680707
8,deer,0.43639012347071743,0.2541119896319945
9,horse,0.945042829798039,0.5835015547923954

GLOBAL,all,0.7536208359392564,0.4110037041042142
