class_id,class_name,mAP50,mAP50-95
0,sheep,0.9404394940543214,0.5353381628159982
1,cattle,0.9322433112464337,0.6116297242133601
2,seal,0.9636635495493043,0.6412844659330018
3,camelus,0.779665442402007,0.3935917006694455
4,kiang,0.8355860850767104,0.3892636596745075
5,zebra,0.8362521076820348,0.46147402608620675
6,crocodile,0.9325961538461539,0.49533242729555094
7,elephant,0.5303023537392257,0.1467819195418837
8,deer,0.48061581579420765,0.2682865756376415
9,horse,0.917951449193106,0.5681242011412512

GLOBAL,all,0.8149315762583506,0.4511106863008847
