class_id,class_name,mAP50,mAP50-95
0,sheep,0.9481240705804094,0.5713382115273584
1,cattle,0.9501638514016217,0.6177776788736256
2,seal,0.9707919785705232,0.6339667313528017
3,camelus,0.7888780960323329,0.3866047365896253
4,kiang,0.7434353181009902,0.3378505203775061
5,zebra,0.7083575127155924,0.3640002180787557
6,crocodile,0.0220397666251734,0.003975002886280053
7,elephant,0.140279032566492,0.03499054958892232
8,deer,0.0,0.0
9,horse,0.005270869349702499,0.0014110174723675625

GLOBAL,all,0.5277340495942837,0.2951914666747243
