class_id,class_name,mAP50,mAP50-95
0,sheep,0.9258069284251683,0.5035806784267156
1,cattle,0.9063186730988142,0.5829312908322544
2,seal,0.9181313059704933,0.5743156621358156
3,camelus,0.6965588519623979,0.3393237513693582
4,kiang,0.7634499983519767,0.34587230570617
5,zebra,0.8032195648421065,0.4413616965621234
6,crocodile,0.8915,0.27696487980952383
7,elephant,0.5670832466980046,0.15716292786039013
8,deer,0.6030727426326452,0.25414227278430684
9,horse,0.9754347826086954,0.6104553646491846

GLOBAL,all,0.8050576094590302,0.4086110830135843
