class_id,class_name,mAP50,mAP50-95
0,sheep,0.9501679997581752,0.563744602219986
1,cattle,0.9489840286635142,0.6100497695140492
2,seal,0.8226287559359974,0.5241270976574754
3,camelus,0.7855348805092657,0.3980330739029392
4,kiang,0.7064394557872951,0.32373149810482044
5,zebra,0.7064059621994399,0.37358732054501015
6,crocodile,0.009252180987994933,0.0029745461127093763
7,elephant,0.029781065504403723,0.00859933044373153
8,deer,0.0,0.0
9,horse,0.003038879876045662,0.0009743244809846313

GLOBAL,all,0.49622332092221316,0.2805821562981706
