class_id,class_name,mAP50,mAP50-95
0,sheep,0.8976708685386534,0.4677010812761465
1,cattle,0.8776298650342123,0.5470031998327148
2,seal,0.8766547213046925,0.5364268744485278
3,camelus,0.6587503905934027,0.3169814255864153
4,kiang,0.6814807110732426,0.32161190703298714
5,zebra,0.7852452832218555,0.41162955288014214
6,crocodile,0.948846153846154,0.4734679261225666
7,elephant,0.539967186649813,0.15348479438073792
8,deer,0.43890934586247093,0.26808379103535357
9,horse,0.995,0.6261996421837944

GLOBAL,all,0.7700154526124496,0.41225901947793875
