class_id,class_name,mAP50,mAP50-95
0,sheep,0.950278535575621,0.582584020655691
1,cattle,0.9650743253850281,0.6526541145348252
2,seal,0.9806683394879279,0.6859332310085448
3,camelus,0.6730763087779754,0.3472888286448423
4,kiang,0.8361868337766476,0.42095568243894094
5,zebra,0.8406579871614099,0.46810630674165987
6,crocodile,0.29515211748585113,0.151279494078157
7,elephant,0.25112108921582776,0.07980954692789267
8,deer,0.0015940991465474602,0.0006787542476214332
9,horse,0.25975222674814585,0.115317721440095

GLOBAL,all,0.6053561862760983,0.3504607700718271
