class_id,class_name,mAP50,mAP50-95
0,sheep,0.9308788131514917,0.5331192563976154
1,cattle,0.9204700234271039,0.5689973071651815
2,seal,0.9383785852144227,0.5920156575411561
3,camelus,0.7001354053377742,0.3090565254927928
4,kiang,0.634326007015855,0.2611565058792607
5,zebra,0.6743150012581356,0.3339441804516493
6,crocodile,0.030745301958127583,0.010814746683618214
7,elephant,0.3059551536436683,0.08128315638433779
8,deer,5.328617721285816e-05,1.0657235442571633e-05
9,horse,0.011842842172520348,0.005102991355776685

GLOBAL,all,0.5147100419356312,0.26955009845868316
