class_id,class_name,mAP50,mAP50-95
0,sheep,0.9264922184412483,0.5146968301762421
1,cattle,0.90106266949295,0.5725014024416637
2,seal,0.9250052092990824,0.5894886892945479
3,camelus,0.7136940168954343,0.3424266215278739
4,kiang,0.778363633392356,0.34620622132896406
5,zebra,0.7691714994220455,0.406627691658625
6,crocodile,0.9622727272727274,0.45796453333333337
7,elephant,0.5115674884669553,0.1407327982194857
8,deer,0.687903781512605,0.3053542096171802
9,horse,0.9452500000000001,0.6338739881390268

GLOBAL,all,0.8120783244195404,0.4309872985736943
