class_id,class_name,mAP50,mAP50-95
0,sheep,0.9397494156934874,0.5222297624642687
1,cattle,0.9355313527300688,0.6071273624534482
2,seal,0.9603323583899607,0.6210663750011358
3,camelus,0.779709871266567,0.37617115840549686
4,kiang,0.817067572416412,0.36460814686529586
5,zebra,0.872448383694989,0.48502060129483276
6,crocodile,0.6594717782217782,0.3416433345543345
7,elephant,0.5412533843419367,0.16396949288764648
8,deer,0.628583219988448,0.3376559848104545
9,horse,0.9245415952868423,0.5551224915172138

GLOBAL,all,0.8058688932030489,0.4374614710254129
