class_id,class_name,mAP50,mAP50-95
0,sheep,0.9485905635777494,0.5514836399742705
1,cattle,0.91902745366289,0.564166750398433
2,seal,0.937809069099061,0.615812995779084
3,camelus,0.7178339480111029,0.3128430769661204
4,kiang,0.7955347608944422,0.3498108438624939
5,zebra,0.6733997704879626,0.34055168068880975
6,crocodile,0.28300294587808533,0.11111281064246989
7,elephant,0.44785255800465323,0.12674335653796592
8,deer,0.017250368176774618,0.00647461258322578
9,horse,0.8722112455851906,0.4218115418615618

GLOBAL,all,0.6612512683377912,0.3400811309294435
