class_id,class_name,mAP50,mAP50-95
0,sheep,0.9313961568457975,0.5304994229894472
1,cattle,0.8933420500094761,0.5361883705600022
2,seal,0.9305369525154967,0.5794811784956387
3,camelus,0.7234991319263652,0.3177702218556574
4,kiang,0.7157428827174378,0.33173033520397077
5,zebra,0.6803217409485398,0.32725355685358226
6,crocodile,0.0422902563151625,0.017484067371879658
7,elephant,0.30904101280513174,0.08920803499087213
8,deer,0.0034771386080655626,0.0014179041426243479
9,horse,0.15967761914022494,0.08102480689664857

GLOBAL,all,0.5389324941831697,0.2812057899360323
