class_id,class_name,mAP50,mAP50-95
0,sheep,0.9538275543618416,0.5697801854286835
1,cattle,0.9550450422611778,0.6091522314227009
2,seal,0.6873222144538499,0.422409317672855
3,camelus,0.795416323635905,0.39353967740333196
4,kiang,0.7349407052616176,0.3466174325674354
5,zebra,0.3463247633822097,0.2032991735967553
6,crocodile,0.012597735759943154,0.003980535312565378
7,elephant,0.0018291574577914862,0.000589554967315951
8,deer,0.0,0.0
9,horse,0.0,0.0

GLOBAL,all,0.44873034965743364,0.2549368108371643
