class_id,class_name,mAP50,mAP50-95
0,sheep,0.9611559798318149,0.5877175768182805
1,cattle,0.9219525989963245,0.5887010310530865
2,seal,0.6724184230075887,0.43695513821295046
3,camelus,0.7570209249789601,0.37580588255141467
4,kiang,0.6105490028387386,0.2765026028486238
5,zebra,0.5549971181174354,0.3275272210522414
6,crocodile,0.00030016786126837986,9.377927844805823e-05
7,elephant,0.0003760720553372504,0.0001661951896234464
8,deer,0.0,0.0
9,horse,0.000127760934738009,2.5552186947601803e-05

GLOBAL,all,0.4478898048622206,0.2593494979191617
