class_id,class_name,mAP50,mAP50-95
0,sheep,0.9067225889227488,0.4698988062970126
1,cattle,0.8490039671447388,0.5344784744710847
2,seal,0.9187722168055902,0.5678234952452932
3,camelus,0.6756434202449861,0.3347876627441013
4,kiang,0.6957178563309214,0.31961636970239266
5,zebra,0.7765998995212123,0.4133716640676532
6,crocodile,0.9816666666666668,0.5495891739552964
7,elephant,0.5449974650460798,0.15103302612127525
8,deer,0.38136784787159284,0.21107831264520566
9,horse,0.9910869565217391,0.5618155338814828

GLOBAL,all,0.7721578885076277,0.4113492519130798
