class_id,class_name,mAP50,mAP50-95
0,sheep,0.9431017794449433,0.5294999302799599
1,cattle,0.9316120988919632,0.5880344277830358
2,seal,0.9625795450804758,0.6366454311047824
3,camelus,0.7759337477063039,0.36723476316186615
4,kiang,0.821808946728972,0.3754954647185219
5,zebra,0.8477979429424364,0.4703138648480388
6,crocodile,0.38657912392953053,0.18373795623644842
7,elephant,0.4934682221263558,0.13434328619035998
8,deer,0.2944556993670469,0.1670726565786771
9,horse,0.8508649082568808,0.4796187092457478

GLOBAL,all,0.7308202014474909,0.3931996490147437
