class_id,class_name,mAP50,mAP50-95
0,sheep,0.9488746610067331,0.5653994467193679
1,cattle,0.962434878182846,0.6487974543734951
2,seal,0.9774880203855077,0.6641159586823522
3,camelus,0.8095157749869972,0.41329109507324385
4,kiang,0.7575352744920402,0.3641298881884942
5,zebra,0.7475242392710484,0.4084703230544641
6,crocodile,0.022405834795209502,0.011518109311619429
7,elephant,0.021534892800981947,0.005818459433782341
8,deer,0.0,0.0
9,horse,0.003434508898083664,0.0016622291339441371

GLOBAL,all,0.5250748084819448,0.30832029639707637
