class_id,class_name,mAP50,mAP50-95
0,sheep,0.932254437956803,0.5222349627901918
1,cattle,0.8704444649932278,0.5466409397256965
2,seal,0.9510472682192815,0.6145276591321129
3,camelus,0.7126361499802125,0.31176338686786137
4,kiang,0.7954421718715091,0.3602930505346773
5,zebra,0.7551471885980129,0.3930773987417196
6,crocodile,0.3079922038193402,0.12304347806851354
7,elephant,0.5096424133222253,0.15025813645681244
8,deer,0.48350470561845177,0.22409532695671502
9,horse,0.9471738400167959,0.4930061789493932

GLOBAL,all,0.726528484439586,0.37389405182236934
