class_id,class_name,mAP50,mAP50-95
0,sheep,0.9361381561586979,0.5233198871559576
1,cattle,0.9359830951484157,0.6150010831030117
2,seal,0.9547014997705139,0.6222777477596073
3,camelus,0.7888733319483249,0.39143985577354135
4,kiang,0.7939294428379292,0.3727531611330793
5,zebra,0.8649130704067493,0.4966692771723113
6,crocodile,0.7872698412698412,0.39265056355173644
7,elephant,0.5341451344178388,0.15070551095952536
8,deer,0.35070528184642696,0.13419314955434794
9,horse,0.9329195111672989,0.5918345797986699

GLOBAL,all,0.7879578364972037,0.4290844815961789
