class_id,class_name,mAP50,mAP50-95
0,sheep,0.9173741640157121,0.4933656920484511
1,cattle,0.8819933806706461,0.5375801439447149
2,seal,0.9031713926008719,0.563194580952279
3,camelus,0.665325597708055,0.3096417762467398
4,kiang,0.7314009509791344,0.32107347801687175
5,zebra,0.7604037995816184,0.3808135802167077
6,crocodile,0.71,0.33910468518518516
7,elephant,0.5136841028632412,0.13460440701415427
8,deer,0.42833025374581507,0.23595017898022527
9,horse,0.995,0.5221308115107641

GLOBAL,all,0.7506683642165095,0.38374593341160923
