class_id,class_name,mAP50,mAP50-95
0,sheep,0.9624159403631017,0.5953919706730981
1,cattle,0.9213333482276498,0.586199519409816
2,seal,0.6711588622842883,0.43682419848134335
3,camelus,0.7544109957983853,0.37032079941975776
4,kiang,0.6034615320639859,0.2725144054289238
5,zebra,0.5217465695250988,0.30516849046891337
6,crocodile,0.00012798695892713593,3.839608767814078e-05
7,elephant,0.00033265811195703614,0.00013450107993229516
8,deer,0.0,0.0
9,horse,0.0,0.0

GLOBAL,all,0.4434987893333394,0.2566592281049463
