class_id,class_name,mAP50,mAP50-95
0,sheep,0.9511423961755398,0.5711653846395517
1,cattle,0.9607523409867024,0.640459021892662
2,seal,0.8746404849135483,0.555292843705663
3,camelus,0.8138516306927015,0.408563299709761
4,kiang,0.7516124864842662,0.36028989405301287
5,zebra,0.7488736081994972,0.4157628547491334
6,crocodile,0.016130005669742594,0.007855489285201526
7,elephant,0.013995072685673498,0.003945420859900986
8,deer,0.0,0.0
9,horse,0.0019577407558703493,0.0011476418523850753

GLOBAL,all,0.5132955766563542,0.29644818507472714
