class_id,class_name,mAP50,mAP50-95
0,sheep,0.9090024069465517,0.4793806728060261
1,cattle,0.8746801414614749,0.5409564539423086
2,seal,0.8782723680002711,0.5458372363848994
3,camelus,0.6901553683064648,0.33541048864940654
4,kiang,0.6553394224984606,0.31260010063703697
5,zebra,0.75013852797142,0.38903614738688497
6,crocodile,0.9672222222222222,0.48308908108108106
7,elephant,0.5665553016228704,0.15716352472748157
8,deer,0.4442432523616734,0.24254168999421627
9,horse,0.9507668997668998,0.6052535927960927

GLOBAL,all,0.7686375911158309,0.4091268988405434
