class_id,class_name,mAP50,mAP50-95
0,sheep,0.9449343769040912,0.5426214105992491
1,cattle,0.9302965729861714,0.6030137872990816
2,seal,0.9602013479616547,0.6242942207488442
3,camelus,0.7773190865210966,0.37433874796253436
4,kiang,0.8293053304709327,0.3833303282423804
5,zebra,0.8724488334151528,0.47503254163514946
6,crocodile,0.4055894736842105,0.18486443609022557
7,elephant,0.5105091311999694,0.13606896641467142
8,deer,0.3341783644583197,0.2015371166047327
9,horse,0.9112399312422057,0.5371127529080495

GLOBAL,all,0.7476022448843805,0.4062214308504919
