class_id,class_name,mAP50,mAP50-95
0,sheep,0.9433348223847785,0.5285224955007116
1,cattle,0.8874341175891636,0.5415402077800768
2,seal,0.9507979620754613,0.6152192019751886
3,camelus,0.7324896553121709,0.33264892414214675
4,kiang,0.8035855772025218,0.37236475233769656
5,zebra,0.7551374693916555,0.37567349308469006
6,crocodile,0.4000482068570886,0.18492840071679414
7,elephant,0.5387977495625248,0.1462467983598318
8,deer,0.45501338759852683,0.22392139991690452
9,horse,0.8840627216747636,0.4509239696235567

GLOBAL,all,0.7350701669648655,0.3771989643437598
