class_id,class_name,mAP50,mAP50-95
0,sheep,0.9105485833516054,0.47518745213796054
1,cattle,0.8805465140492615,0.5471556095218586
2,seal,0.89158055583328,0.5438888790229688
3,camelus,0.6641124056032295,0.3228043811373368
4,kiang,0.698101060922645,0.31749921133037784
5,zebra,0.8299417716731551,0.43611094822789276
6,crocodile,0.995,0.4856405765190798
7,elephant,0.5437716324379933,0.153578348486966
8,deer,0.47870343842894925,0.26481324696299413
9,horse,0.995,0.5839124712672947

GLOBAL,all,0.788730596230012,0.41305911246147303
